Job Title,Company,City,Experience Level,Industry,Skills Required,Remote,Job Postings Count,Salary (LPA)
Operations Analyst,Makemytrip,Chennai,Junior (1-3 Yrs),Retail,"ETL, Pandas, Machine Learning, Data Visualization",Hybrid,6,7.8
Data Analyst,Razorpay,Bangalore,Mid (3-5 Yrs),Banking & Finance,"SQL, Communication, Storytelling, Pandas",No,46,11.9
Senior Data Analyst,Icici Bank,Ahmedabad,Fresher (0-1 Yr),E-Commerce,"Power BI, AWS, Communication, Hadoop",No,18,5.4
Senior Data Analyst,Deloitte,Gurgaon,Mid (3-5 Yrs),It Services,"Data Visualization, Statistics, NumPy, R",Yes,10,12.7
Junior Data Analyst,Paytm,Hyderabad,Junior (1-3 Yrs),Healthcare,"R, Communication, JIRA, Statistics, Excel, Machine Learning, Hadoop",Hybrid,47,9.0
Operations Analyst,Ola,Kolkata,Junior (1-3 Yrs),Healthcare,"Azure, Machine Learning, Storytelling, AWS, Pandas, Python, ETL",No,13,7.1
Data Analyst,Tcs,Ahmedabad,Senior (5+ Yrs),Healthcare,"Statistics, Storytelling, Data Visualization, Hadoop, Communication, AWS",Hybrid,28,21.0
Bi Analyst,Infosys,Noida,Mid (3-5 Yrs),Banking & Finance,"Tableau, Communication, Python, Hadoop, SQL, JIRA, Statistics",No,38,9.5
Product Analyst,Hdfc Bank,Hyderabad,Fresher (0-1 Yr),Retail,"SQL, Hadoop, Google Analytics, Spark, Azure, JIRA, AWS",No,6,4.7
Operations Analyst,Swiggy,Chennai,Junior (1-3 Yrs),Healthcare,"AWS, Azure, Statistics",Hybrid,19,6.1
Junior Data Analyst,Zomato,Bangalore,Senior (5+ Yrs),Logistics,"JIRA, Python, Hadoop",Yes,15,28.1
Marketing Analyst,Razorpay,Ahmedabad,Senior (5+ Yrs),Retail,"Tableau, ETL, NumPy, Statistics",Hybrid,3,16.9
Junior Data Analyst,Hcl Technologies,Mumbai,Fresher (0-1 Yr),Healthcare,"Python, Azure, NumPy",Hybrid,31,4.6
Data Analyst,Hdfc Bank,Chennai,Junior (1-3 Yrs),Retail,"AWS, Communication, Python, Storytelling",Yes,23,6.1
Data Scientist,Phonepe,Bangalore,Senior (5+ Yrs),Healthcare,"Tableau, Spark, R, ETL, AWS, Google Analytics",Hybrid,16,32.6
Bi Analyst,Paytm,Gurgaon,Fresher (0-1 Yr),Logistics,"Excel, Spark, Data Visualization",Yes,44,4.9
Data Analyst,Wipro,Delhi,Fresher (0-1 Yr),Retail,"SQL, NumPy, Hadoop, Pandas, Machine Learning, Spark, Data Visualization",Hybrid,41,5.7
Bi Analyst,Wipro,Noida,Mid (3-5 Yrs),E-Commerce,"Storytelling, Data Visualization, SQL",Hybrid,25,10.0
Business Analyst,Amazon India,Hyderabad,Mid (3-5 Yrs),It Services,"ETL, SQL, Power BI, Spark, Storytelling, Statistics, NumPy",Yes,28,17.7
Business Analyst,Byju'S,Noida,Junior (1-3 Yrs),E-Commerce,"ETL, Storytelling, R",Yes,26,8.1
Senior Data Analyst,Tech Mahindra,Chennai,Senior (5+ Yrs),Logistics,"Excel, JIRA, Machine Learning, Tableau, Data Visualization, Power BI, Pandas",Yes,7,18.5
Bi Analyst,Wipro,Noida,Senior (5+ Yrs),Logistics,"Azure, Communication, Machine Learning",No,17,26.3
Operations Analyst,Tech Mahindra,Kolkata,Mid (3-5 Yrs),It Services,"Data Visualization, ETL, Pandas, Google Analytics",No,20,17.6
Marketing Analyst,Capgemini,Ahmedabad,Junior (1-3 Yrs),Retail,"Pandas, SQL, Excel, ETL, Google Analytics, Statistics",Yes,39,5.1
Product Analyst,Byju'S,Gurgaon,Senior (5+ Yrs),E-Commerce,"Google Analytics, Storytelling, Power BI, Azure, NumPy, Statistics",Hybrid,20,23.2
Junior Data Analyst,Ola,Bangalore,Fresher (0-1 Yr),It Services,"ETL, Excel, Machine Learning, AWS, Communication, SQL, JIRA",No,12,5.7
Business Analyst,Reliance Jio,Hyderabad,Fresher (0-1 Yr),Healthcare,"NumPy, Excel, Power BI, R",Yes,37,4.2
Junior Data Analyst,Axis Bank,Kolkata,Fresher (0-1 Yr),Edtech,"Power BI, Tableau, Azure, Communication, Machine Learning",Yes,28,4.2
Junior Data Analyst,Phonepe,Chennai,Fresher (0-1 Yr),Healthcare,"Python, NumPy, Hadoop, Tableau, Azure, R, Machine Learning",No,44,5.7
Marketing Analyst,Amazon India,Kolkata,Mid (3-5 Yrs),Retail,"Python, NumPy, Machine Learning, Excel, Storytelling, Hadoop",No,21,9.6
Data Analyst,Swiggy,Delhi,Junior (1-3 Yrs),Edtech,"Google Analytics, Data Visualization, Hadoop, Communication",Hybrid,38,5.2
Junior Data Analyst,Byju'S,Gurgaon,Fresher (0-1 Yr),Logistics,"Azure, Communication, Google Analytics, AWS, JIRA",Yes,9,3.7
Bi Analyst,Icici Bank,Kolkata,Fresher (0-1 Yr),Healthcare,"Communication, Tableau, NumPy, R, Pandas",No,44,4.9
Marketing Analyst,Deloitte,Noida,Senior (5+ Yrs),E-Commerce,"Azure, ETL, NumPy, SQL",No,50,34.7
Business Analyst,Paytm,Delhi,Mid (3-5 Yrs),Edtech,"ETL, NumPy, AWS, R",No,13,16.5
Data Scientist,Icici Bank,Hyderabad,Senior (5+ Yrs),Healthcare,"R, JIRA, NumPy, Storytelling, Google Analytics, Hadoop, ETL",Hybrid,17,23.5
Junior Data Analyst,Byju'S,Gurgaon,Senior (5+ Yrs),Retail,"R, Statistics, Power BI, SQL",Hybrid,9,29.6
Senior Data Analyst,Zomato,Kolkata,Senior (5+ Yrs),Banking & Finance,"Communication, Tableau, AWS, Pandas, ETL",No,27,21.5
Marketing Analyst,Hcl Technologies,Delhi,Fresher (0-1 Yr),Edtech,"Machine Learning, JIRA, SQL, Data Visualization",Yes,36,3.6
Data Analyst,Phonepe,Kolkata,Junior (1-3 Yrs),It Services,"Tableau, ETL, AWS, R, NumPy",Yes,13,6.9
Financial Analyst,Hcl Technologies,Delhi,Mid (3-5 Yrs),Retail,"Python, Spark, Azure",Yes,20,12.7
Business Analyst,Ola,Pune,Fresher (0-1 Yr),Logistics,"AWS, Data Visualization, Tableau, Python",Hybrid,20,4.9
Business Analyst,Ola,Ahmedabad,Mid (3-5 Yrs),Retail,"Google Analytics, Data Visualization, NumPy, Azure, JIRA, Spark, Storytelling",Yes,6,11.2
Financial Analyst,Nykaa,Gurgaon,Fresher (0-1 Yr),Logistics,"Communication, AWS, Data Visualization, Power BI",No,20,3.0
Bi Analyst,Axis Bank,Chennai,Junior (1-3 Yrs),E-Commerce,"SQL, Tableau, JIRA, Power BI, NumPy, Python",No,37,9.2
Data Scientist,Makemytrip,Chennai,Junior (1-3 Yrs),Healthcare,"Storytelling, Statistics, AWS, ETL, Excel, R",Yes,41,8.8
Business Analyst,Cognizant,Pune,Mid (3-5 Yrs),Healthcare,"Storytelling, Machine Learning, Google Analytics",No,30,13.7
Business Analyst,Zomato,Kolkata,Senior (5+ Yrs),It Services,"Pandas, Machine Learning, Python, Excel",No,35,25.5
Data Analyst,Paytm,Pune,Fresher (0-1 Yr),Healthcare,"AWS, Excel, Google Analytics, Spark, Machine Learning, Statistics, R",Yes,12,5.8
Business Analyst,Ibm India,Chennai,Mid (3-5 Yrs),Healthcare,"Storytelling, Google Analytics, SQL, ETL, Spark, Excel, Communication",No,25,9.4
Marketing Analyst,Zomato,Pune,Senior (5+ Yrs),It Services,"ETL, Spark, Storytelling, Python, NumPy, R",No,28,21.4
Bi Analyst,Amazon India,Pune,Junior (1-3 Yrs),It Services,"NumPy, AWS, JIRA, Excel, Machine Learning",Hybrid,7,5.1
Data Scientist,Paytm,Chennai,Fresher (0-1 Yr),Banking & Finance,"Hadoop, AWS, NumPy, R, Storytelling, ETL",No,9,5.2
Senior Data Analyst,Swiggy,Gurgaon,Junior (1-3 Yrs),Logistics,"Tableau, Communication, Excel, Storytelling, Machine Learning, Google Analytics",Yes,34,8.4
Data Scientist,Zomato,Delhi,Fresher (0-1 Yr),Banking & Finance,"Google Analytics, Data Visualization, Excel, Spark, JIRA, Python",Hybrid,29,3.1
Bi Analyst,Makemytrip,Gurgaon,Senior (5+ Yrs),It Services,"Pandas, Hadoop, R, AWS, Tableau, Power BI",Hybrid,45,30.2
Operations Analyst,Hcl Technologies,Delhi,Fresher (0-1 Yr),Logistics,"Spark, NumPy, JIRA, Azure",No,21,5.8
Marketing Analyst,Amazon India,Kolkata,Senior (5+ Yrs),Retail,"NumPy, Communication, Storytelling",Yes,33,23.2
Operations Analyst,Zomato,Pune,Fresher (0-1 Yr),Logistics,"JIRA, AWS, Statistics, Python, Google Analytics, Excel",No,44,4.4
Bi Analyst,Amazon India,Pune,Mid (3-5 Yrs),Edtech,"NumPy, Azure, Power BI, Storytelling, Hadoop",No,46,16.4
Data Analyst,Razorpay,Mumbai,Junior (1-3 Yrs),Retail,"Azure, Statistics, Python, Power BI",Yes,23,9.4
Senior Data Analyst,Capgemini,Ahmedabad,Fresher (0-1 Yr),Logistics,"Azure, Excel, ETL, Storytelling, Hadoop",Hybrid,30,6.0
Data Scientist,Flipkart,Kolkata,Fresher (0-1 Yr),Edtech,"Azure, Power BI, ETL, Google Analytics, Python",Yes,23,3.3
Junior Data Analyst,Tech Mahindra,Noida,Junior (1-3 Yrs),Logistics,"R, Communication, SQL, Tableau, Data Visualization",No,28,7.5
Product Analyst,Razorpay,Noida,Fresher (0-1 Yr),Edtech,"Tableau, ETL, R, SQL, Pandas, JIRA",Yes,30,5.5
Data Scientist,Hdfc Bank,Delhi,Junior (1-3 Yrs),E-Commerce,"ETL, SQL, NumPy, JIRA, Excel, Pandas",Hybrid,27,8.7
Data Analyst,Wipro,Hyderabad,Senior (5+ Yrs),Logistics,"R, Power BI, Storytelling, Data Visualization",Yes,27,16.4
Senior Data Analyst,Wipro,Pune,Mid (3-5 Yrs),Retail,"NumPy, Pandas, ETL, Power BI, JIRA",No,30,15.7
Product Analyst,Wipro,Bangalore,Mid (3-5 Yrs),Banking & Finance,"Python, Tableau, Google Analytics, NumPy",Hybrid,2,13.9
Marketing Analyst,Wipro,Pune,Junior (1-3 Yrs),Edtech,"Azure, Hadoop, Data Visualization, R, Power BI",Yes,36,9.6
Bi Analyst,Zomato,Mumbai,Mid (3-5 Yrs),Edtech,"Tableau, Google Analytics, Statistics, Machine Learning",Hybrid,2,9.9
Bi Analyst,Hcl Technologies,Delhi,Junior (1-3 Yrs),Logistics,"Storytelling, Google Analytics, JIRA, Power BI, Hadoop, Statistics, SQL",No,50,7.9
Marketing Analyst,Makemytrip,Gurgaon,Mid (3-5 Yrs),Logistics,"Tableau, Python, Azure",Yes,27,12.5
Product Analyst,Makemytrip,Pune,Fresher (0-1 Yr),Edtech,"NumPy, ETL, Tableau, AWS, Data Visualization",No,6,5.9
Operations Analyst,Flipkart,Gurgaon,Fresher (0-1 Yr),It Services,"NumPy, Python, Power BI, Statistics",No,49,6.0
Senior Data Analyst,Tech Mahindra,Chennai,Mid (3-5 Yrs),Healthcare,"Tableau, Statistics, NumPy, Storytelling",No,9,16.1
Marketing Analyst,Axis Bank,Chennai,Senior (5+ Yrs),Logistics,"Tableau, Excel, Hadoop, Power BI",Yes,40,24.1
Product Analyst,Infosys,Kolkata,Mid (3-5 Yrs),Logistics,"Python, Azure, Hadoop",Yes,20,15.7
Business Analyst,Reliance Jio,Pune,Fresher (0-1 Yr),E-Commerce,"Machine Learning, Power BI, SQL",Yes,16,4.1
Data Scientist,Axis Bank,Kolkata,Mid (3-5 Yrs),Healthcare,"Communication, SQL, Azure, Power BI, Pandas, Python, Storytelling",Yes,38,13.1
Data Analyst,Axis Bank,Pune,Fresher (0-1 Yr),Banking & Finance,"Python, Power BI, Communication, Machine Learning, Google Analytics",Hybrid,33,3.3
Marketing Analyst,Amazon India,Hyderabad,Senior (5+ Yrs),Logistics,"ETL, Python, Excel, Tableau",No,24,34.4
Data Analyst,Razorpay,Mumbai,Senior (5+ Yrs),Logistics,"Communication, ETL, Storytelling, R, Statistics",No,9,26.9
Operations Analyst,Hcl Technologies,Ahmedabad,Mid (3-5 Yrs),Logistics,"Communication, Excel, Power BI, Python, Machine Learning, ETL, JIRA",No,40,12.4
Operations Analyst,Zomato,Ahmedabad,Fresher (0-1 Yr),Healthcare,"R, JIRA, Python, Power BI, Machine Learning",Hybrid,35,4.5
Business Analyst,Flipkart,Chennai,Senior (5+ Yrs),E-Commerce,"Azure, ETL, R, AWS, Power BI, Excel, Hadoop",Yes,37,20.2
Bi Analyst,Razorpay,Chennai,Junior (1-3 Yrs),Retail,"Spark, Hadoop, Machine Learning, Google Analytics, Statistics",Yes,19,7.0
Marketing Analyst,Nykaa,Bangalore,Mid (3-5 Yrs),Retail,"Power BI, Data Visualization, Storytelling, AWS, JIRA, Pandas",Yes,4,11.5
Senior Data Analyst,Zomato,Kolkata,Junior (1-3 Yrs),Edtech,"Azure, ETL, NumPy, SQL",Yes,49,6.4
Bi Analyst,Makemytrip,Chennai,Mid (3-5 Yrs),Edtech,"Data Visualization, Azure, Power BI",No,26,15.3
Product Analyst,Infosys,Chennai,Fresher (0-1 Yr),It Services,"NumPy, AWS, Storytelling, Communication, Statistics, Pandas",No,9,4.8
Bi Analyst,Deloitte,Bangalore,Fresher (0-1 Yr),It Services,"NumPy, Hadoop, Machine Learning, Excel, Azure, Data Visualization",Yes,26,4.3
Senior Data Analyst,Byju'S,Mumbai,Junior (1-3 Yrs),Logistics,"R, Python, Azure, Power BI, Spark",No,43,10.0
Data Scientist,Deloitte,Noida,Fresher (0-1 Yr),E-Commerce,"Google Analytics, Excel, Power BI, Tableau, Spark, Machine Learning",Hybrid,1,5.5
Operations Analyst,Flipkart,Delhi,Fresher (0-1 Yr),Edtech,"Power BI, R, Excel, ETL, Machine Learning, Communication, Storytelling",No,30,6.3
Data Scientist,Hcl Technologies,Gurgaon,Fresher (0-1 Yr),Retail,"Spark, Power BI, Statistics, Hadoop, Azure, Tableau, Storytelling",No,49,5.7
Marketing Analyst,Reliance Jio,Mumbai,Junior (1-3 Yrs),Healthcare,"Communication, Pandas, Spark, ETL, Azure, Data Visualization, NumPy",Hybrid,34,8.6
Bi Analyst,Icici Bank,Hyderabad,Fresher (0-1 Yr),Retail,"Azure, Google Analytics, Pandas, Tableau, AWS, SQL",Yes,30,4.6
Marketing Analyst,Cognizant,Bangalore,Senior (5+ Yrs),Healthcare,"Pandas, Azure, Communication",Hybrid,4,27.0
Data Scientist,Tech Mahindra,Kolkata,Mid (3-5 Yrs),Retail,"Tableau, Python, Power BI, SQL",No,6,9.2
Operations Analyst,Razorpay,Hyderabad,Senior (5+ Yrs),E-Commerce,"Azure, Python, R",Yes,4,30.7
Junior Data Analyst,Hdfc Bank,Noida,Junior (1-3 Yrs),It Services,"Storytelling, Data Visualization, Tableau, NumPy, Power BI, Spark",Yes,18,7.2
Business Analyst,Ibm India,Gurgaon,Junior (1-3 Yrs),Retail,"Google Analytics, Azure, AWS",Yes,42,7.4
Marketing Analyst,Hcl Technologies,Gurgaon,Fresher (0-1 Yr),Healthcare,"NumPy, Azure, Communication, Google Analytics",No,7,3.4
Marketing Analyst,Flipkart,Chennai,Senior (5+ Yrs),Banking & Finance,"JIRA, Data Visualization, Storytelling, Python, SQL",No,22,21.9
Junior Data Analyst,Axis Bank,Pune,Junior (1-3 Yrs),E-Commerce,"Power BI, Spark, AWS, Data Visualization, Communication, Statistics",No,39,5.7
Product Analyst,Flipkart,Delhi,Mid (3-5 Yrs),Banking & Finance,"SQL, Storytelling, R, NumPy, JIRA, Statistics",Yes,7,14.7
Product Analyst,Hcl Technologies,Pune,Junior (1-3 Yrs),Banking & Finance,"Tableau, NumPy, Spark, Azure, Power BI, Communication",Yes,19,5.4
Data Scientist,Nykaa,Bangalore,Senior (5+ Yrs),It Services,"JIRA, Storytelling, Azure, Communication, R, Pandas",No,37,26.7
Marketing Analyst,Capgemini,Mumbai,Mid (3-5 Yrs),Edtech,"Spark, Pandas, Azure",No,31,10.9
Operations Analyst,Reliance Jio,Ahmedabad,Mid (3-5 Yrs),E-Commerce,"Spark, ETL, NumPy, Data Visualization, SQL, Python, JIRA",No,45,17.5
Data Analyst,Ibm India,Chennai,Fresher (0-1 Yr),Edtech,"Tableau, ETL, Communication",No,22,5.1
Data Scientist,Zomato,Kolkata,Mid (3-5 Yrs),Logistics,"Python, Data Visualization, Spark, Power BI, Hadoop, R, AWS",Hybrid,4,9.8
Data Scientist,Axis Bank,Bangalore,Fresher (0-1 Yr),Healthcare,"ETL, SQL, Statistics, JIRA, Google Analytics, Data Visualization",Hybrid,8,4.4
Business Analyst,Nykaa,Hyderabad,Fresher (0-1 Yr),Healthcare,"Communication, Excel, Storytelling, NumPy, Power BI",Yes,48,5.9
Marketing Analyst,Byju'S,Noida,Junior (1-3 Yrs),Retail,"R, Python, JIRA, Data Visualization, SQL",Hybrid,38,7.6
Product Analyst,Byju'S,Hyderabad,Junior (1-3 Yrs),E-Commerce,"Hadoop, Communication, Google Analytics, Storytelling, Pandas, Python",No,44,9.2
Product Analyst,Razorpay,Bangalore,Fresher (0-1 Yr),It Services,"Communication, Python, Data Visualization, Spark, Google Analytics, R",No,33,5.7
Bi Analyst,Ola,Noida,Senior (5+ Yrs),Healthcare,"Power BI, Azure, Storytelling, Machine Learning, Data Visualization, Statistics, Pandas",Hybrid,48,17.1
Financial Analyst,Axis Bank,Gurgaon,Fresher (0-1 Yr),Healthcare,"R, NumPy, ETL, Hadoop, Machine Learning",Hybrid,46,4.7
Financial Analyst,Tcs,Hyderabad,Senior (5+ Yrs),Retail,"Excel, JIRA, Machine Learning, NumPy, Pandas, Python",No,4,23.8
Financial Analyst,Byju'S,Pune,Mid (3-5 Yrs),Edtech,"Communication, Spark, Statistics, Excel, Power BI",Yes,45,15.7
Business Analyst,Razorpay,Bangalore,Mid (3-5 Yrs),Healthcare,"Data Visualization, Pandas, Excel, Google Analytics, Azure, Machine Learning, Power BI",Hybrid,14,16.5
Operations Analyst,Phonepe,Bangalore,Mid (3-5 Yrs),It Services,"Excel, NumPy, Google Analytics, Communication, Hadoop",Hybrid,34,9.3
Financial Analyst,Capgemini,Pune,Fresher (0-1 Yr),Retail,"Data Visualization, Machine Learning, Hadoop, Spark, Pandas, NumPy, Azure",Yes,10,5.4
Junior Data Analyst,Tcs,Ahmedabad,Senior (5+ Yrs),Healthcare,"JIRA, R, Python, Google Analytics, Communication, NumPy",Yes,36,27.4
Senior Data Analyst,Accenture,Ahmedabad,Fresher (0-1 Yr),Healthcare,"Machine Learning, AWS, Pandas, Hadoop, SQL, JIRA",Hybrid,48,6.0
Data Scientist,Capgemini,Mumbai,Mid (3-5 Yrs),Banking & Finance,"ETL, AWS, Tableau, Statistics",Hybrid,32,11.4
Operations Analyst,Phonepe,Delhi,Junior (1-3 Yrs),It Services,"NumPy, Hadoop, Communication, Data Visualization",Hybrid,9,6.0
Product Analyst,Nykaa,Pune,Mid (3-5 Yrs),Healthcare,"Machine Learning, Hadoop, Pandas",Hybrid,15,14.1
Bi Analyst,Deloitte,Gurgaon,Mid (3-5 Yrs),Logistics,"R, Pandas, Statistics, Spark, JIRA",Yes,44,13.4
Senior Data Analyst,Amazon India,Kolkata,Junior (1-3 Yrs),Logistics,"Tableau, Machine Learning, Python",No,41,7.5
Business Analyst,Flipkart,Kolkata,Senior (5+ Yrs),It Services,"NumPy, AWS, Azure, Hadoop",Hybrid,10,34.2
Data Scientist,Tcs,Gurgaon,Mid (3-5 Yrs),It Services,"SQL, Machine Learning, R, Pandas, Tableau, Python",Hybrid,20,11.1
Business Analyst,Accenture,Hyderabad,Senior (5+ Yrs),Healthcare,"Pandas, JIRA, R, SQL, Azure",Hybrid,41,24.8
Business Analyst,Tech Mahindra,Kolkata,Junior (1-3 Yrs),Healthcare,"SQL, Excel, Data Visualization",Hybrid,20,7.4
Junior Data Analyst,Reliance Jio,Gurgaon,Junior (1-3 Yrs),It Services,"NumPy, Excel, Hadoop, ETL, Communication, Machine Learning, JIRA",Hybrid,47,7.8
Data Analyst,Razorpay,Pune,Junior (1-3 Yrs),Edtech,"Statistics, Power BI, Google Analytics, Communication",No,1,8.7
Data Analyst,Swiggy,Chennai,Fresher (0-1 Yr),Edtech,"Communication, Google Analytics, Pandas, Azure, Excel, Power BI, NumPy",Yes,32,5.6
Business Analyst,Wipro,Mumbai,Senior (5+ Yrs),It Services,"Data Visualization, Storytelling, Spark",Yes,40,33.5
Financial Analyst,Tech Mahindra,Delhi,Fresher (0-1 Yr),Retail,"Hadoop, Machine Learning, Tableau, Power BI",No,45,4.5
Product Analyst,Makemytrip,Hyderabad,Junior (1-3 Yrs),It Services,"Machine Learning, Pandas, AWS, Hadoop",Yes,13,5.4
Senior Data Analyst,Ola,Gurgaon,Mid (3-5 Yrs),Retail,"Communication, SQL, Azure, ETL, Power BI",No,8,10.1
Financial Analyst,Tcs,Pune,Fresher (0-1 Yr),Edtech,"JIRA, Hadoop, Azure, Statistics, Pandas",No,5,3.0
Marketing Analyst,Wipro,Hyderabad,Mid (3-5 Yrs),Edtech,"ETL, Azure, Storytelling, NumPy",Yes,1,13.7
Product Analyst,Makemytrip,Bangalore,Fresher (0-1 Yr),Logistics,"Storytelling, SQL, Communication",Hybrid,10,3.4
Business Analyst,Icici Bank,Delhi,Senior (5+ Yrs),Banking & Finance,"Pandas, JIRA, Spark, NumPy",No,39,19.7
Marketing Analyst,Cognizant,Pune,Mid (3-5 Yrs),Edtech,"Power BI, JIRA, Statistics, AWS, Spark",No,8,16.8
Financial Analyst,Swiggy,Ahmedabad,Fresher (0-1 Yr),Edtech,"Spark, Pandas, NumPy",Hybrid,34,3.4
Marketing Analyst,Zomato,Chennai,Junior (1-3 Yrs),E-Commerce,"Statistics, NumPy, Machine Learning",Hybrid,7,9.4
Business Analyst,Paytm,Hyderabad,Junior (1-3 Yrs),Logistics,"AWS, Data Visualization, Hadoop, SQL",Yes,16,7.5
Junior Data Analyst,Amazon India,Ahmedabad,Senior (5+ Yrs),Logistics,"Excel, Azure, Communication, Hadoop, Data Visualization",No,14,27.9
Data Analyst,Accenture,Noida,Senior (5+ Yrs),Healthcare,"Power BI, R, Pandas, Google Analytics, Excel, Communication",Yes,7,26.0
Senior Data Analyst,Flipkart,Noida,Fresher (0-1 Yr),Banking & Finance,"Storytelling, JIRA, Data Visualization, AWS, Python, Spark",Hybrid,31,3.5
Marketing Analyst,Deloitte,Kolkata,Junior (1-3 Yrs),Banking & Finance,"R, AWS, Tableau",No,2,9.4
Business Analyst,Makemytrip,Delhi,Mid (3-5 Yrs),Retail,"Spark, Machine Learning, NumPy",Hybrid,33,12.8
Junior Data Analyst,Amazon India,Mumbai,Fresher (0-1 Yr),It Services,"Communication, Excel, Power BI, R, Statistics",Hybrid,29,3.0
Operations Analyst,Nykaa,Noida,Fresher (0-1 Yr),Retail,"Tableau, Hadoop, Data Visualization, AWS, Azure, Communication, ETL",Yes,26,3.4
Financial Analyst,Reliance Jio,Mumbai,Junior (1-3 Yrs),E-Commerce,"Pandas, R, Data Visualization, NumPy",Yes,4,10.0
Data Analyst,Byju'S,Hyderabad,Senior (5+ Yrs),Retail,"Excel, Hadoop, ETL, R",Yes,8,29.7
Operations Analyst,Wipro,Hyderabad,Mid (3-5 Yrs),Healthcare,"Spark, Communication, Statistics, Python, Google Analytics, AWS",Hybrid,20,16.9
Business Analyst,Infosys,Gurgaon,Senior (5+ Yrs),Banking & Finance,"Storytelling, Statistics, Excel, AWS, Machine Learning, Tableau, ETL",Yes,26,21.2
Senior Data Analyst,Tech Mahindra,Delhi,Fresher (0-1 Yr),Edtech,"SQL, Spark, Hadoop, Pandas",No,31,4.1
Financial Analyst,Accenture,Chennai,Fresher (0-1 Yr),Retail,"Excel, ETL, R, Power BI",Hybrid,12,6.1
Junior Data Analyst,Nykaa,Bangalore,Junior (1-3 Yrs),Edtech,"Google Analytics, Hadoop, AWS",Hybrid,16,7.8
Financial Analyst,Byju'S,Pune,Senior (5+ Yrs),Edtech,"Power BI, Statistics, Machine Learning, JIRA, Pandas, Tableau",Yes,35,19.2
Operations Analyst,Infosys,Noida,Fresher (0-1 Yr),Healthcare,"Spark, Tableau, Hadoop, Machine Learning, Google Analytics, JIRA",Hybrid,17,4.0
Operations Analyst,Razorpay,Chennai,Fresher (0-1 Yr),Logistics,"Machine Learning, Hadoop, R, Communication, Tableau",No,40,5.4
Product Analyst,Wipro,Gurgaon,Senior (5+ Yrs),Logistics,"NumPy, Pandas, Statistics",Yes,44,31.3
Bi Analyst,Capgemini,Pune,Junior (1-3 Yrs),Banking & Finance,"AWS, Statistics, ETL, Storytelling, Excel, Python, Communication",No,29,9.8
Financial Analyst,Paytm,Delhi,Junior (1-3 Yrs),Logistics,"Data Visualization, Spark, Machine Learning, Communication",Yes,43,6.9
Product Analyst,Razorpay,Pune,Mid (3-5 Yrs),Healthcare,"Storytelling, Pandas, Excel, Power BI, SQL, Python",Yes,40,14.4
Operations Analyst,Zomato,Ahmedabad,Mid (3-5 Yrs),It Services,"Statistics, Azure, ETL, SQL, Python",Hybrid,8,13.2
Marketing Analyst,Hdfc Bank,Ahmedabad,Mid (3-5 Yrs),It Services,"Google Analytics, Spark, NumPy, Communication, ETL",Hybrid,28,10.9
Operations Analyst,Byju'S,Bangalore,Senior (5+ Yrs),Retail,"JIRA, SQL, R, Pandas",Yes,10,22.3
Financial Analyst,Paytm,Pune,Mid (3-5 Yrs),Logistics,"Google Analytics, Azure, Data Visualization, AWS",No,41,15.7
Junior Data Analyst,Zomato,Delhi,Mid (3-5 Yrs),E-Commerce,"Excel, Data Visualization, Google Analytics, Hadoop",No,2,18.0
Financial Analyst,Capgemini,Chennai,Senior (5+ Yrs),It Services,"Pandas, Power BI, Data Visualization, SQL",Yes,12,33.6
Financial Analyst,Cognizant,Bangalore,Mid (3-5 Yrs),Banking & Finance,"Azure, Pandas, ETL, Hadoop",No,10,10.5
Data Scientist,Nykaa,Mumbai,Junior (1-3 Yrs),Banking & Finance,"Pandas, Storytelling, Google Analytics, Data Visualization, Hadoop",No,48,8.6
Business Analyst,Icici Bank,Gurgaon,Fresher (0-1 Yr),Retail,"Data Visualization, Azure, Tableau, AWS",Hybrid,43,4.7
Data Scientist,Hcl Technologies,Pune,Junior (1-3 Yrs),Logistics,"Machine Learning, Tableau, SQL",Yes,16,6.6
Operations Analyst,Flipkart,Hyderabad,Junior (1-3 Yrs),Retail,"R, SQL, Azure, Pandas",Hybrid,11,5.9
Financial Analyst,Zomato,Noida,Fresher (0-1 Yr),Banking & Finance,"AWS, Hadoop, Power BI, Azure",No,33,4.6
Business Analyst,Hcl Technologies,Kolkata,Junior (1-3 Yrs),Edtech,"AWS, ETL, JIRA",Hybrid,48,10.0
Data Scientist,Deloitte,Pune,Fresher (0-1 Yr),Edtech,"AWS, Azure, Power BI, Tableau, JIRA, R",No,45,3.0
Financial Analyst,Razorpay,Mumbai,Junior (1-3 Yrs),Banking & Finance,"Machine Learning, NumPy, R",No,35,8.5
Senior Data Analyst,Razorpay,Pune,Senior (5+ Yrs),Logistics,"Google Analytics, Pandas, Machine Learning, Python",No,13,19.8
Data Scientist,Reliance Jio,Delhi,Senior (5+ Yrs),It Services,"Communication, R, Hadoop, Excel, Statistics, Spark, Azure",No,31,17.8
Business Analyst,Hdfc Bank,Ahmedabad,Mid (3-5 Yrs),It Services,"Data Visualization, Python, NumPy",No,31,13.1
Data Scientist,Icici Bank,Chennai,Senior (5+ Yrs),E-Commerce,"Spark, ETL, Power BI",Hybrid,19,17.8
Bi Analyst,Razorpay,Chennai,Fresher (0-1 Yr),Healthcare,"Tableau, Python, Excel, AWS, Azure",No,19,5.2
